tag,code,date,dbh,east,north,stems,status07,BA,near_dist,near_east,near_north,utm_east,utm_north
2,QUERPA,8-Dec-06,31,1.9,6.3,1,,0.000754768,6.6,0,0,417698.1324,4096655.451
3,PSEUME,8-Dec-06,378,0.6,6.2,1,,0.112220831,6.2,0,0,417696.8495,4096655.684
4,QUERPA,8-Dec-06,20,0.5,6.8,1,,0.000314159,6.9,0,0,417696.9047,4096656.289
5,SEQUSE,8-Dec-06,1420,3.1,13.7,1,,1.583676857,7,0,20,417701.1673,4096662.306
6,QUERPA,8-Dec-06,74,4.7,19.2,1,,0.00430084,4.7,0,20,417704.1081,4096667.222
8,LITHDE,8-Dec-06,31,5.6,14.8,1,,0.000754768,7.7,0,20,417703.8644,4096662.737
9,PSEUME,8-Dec-06,48,4.6,8.8,1,,0.001809557,10,0,0,417701.3775,4096657.186
10,CORYCO,8-Dec-06,23,7.4,11.4,7,M,0.00140979,11.4,0,20,417704.7447,4096658.992
11,CORYCO,8-Dec-06,16,9.2,11.4,6,M,0.001134115,12.6,0,20,417706.486,4096658.536
12,LITHDE,8-Dec-06,11,7.9,13.2,1,,9.50E-05,10.5,0,20,417705.6842,4096660.607
13,PSEUME,8-Dec-06,19,9.6,14,1,,0.000283529,11.3,0,20,417707.5314,4096660.95
14,LITHDE,8-Dec-06,38,10.4,14.6,1,,0.001134115,11.1,20,20,417708.4573,4096661.328
15,PSEUME,8-Dec-06,14,9.8,16.2,1,,0.000153938,10.5,0,20,417708.2821,4096663.028
16,QUERAG,8-Dec-06,41,11,18.2,1,,0.001320254,9.2,20,20,417709.9494,4096664.659
17,ARBUME,8-Dec-06,364,11.3,18.9,1,,0.104062115,8.8,20,20,417710.4169,4096665.26
18,ARBUME,8-Dec-06,213,11.9,20.4,1,,0.035632729,8.2,20,20,417711.3772,4096666.559
19,QUERAG,8-Dec-06,50,12.3,18.3,1,,0.001963495,7.9,20,20,417711.2324,4096664.426
20,PSEUME,8-Dec-06,31,12.6,14.8,1,,0.000754768,9,20,20,417710.6362,4096660.964
21,PSEUME,8-Dec-06,49,14.8,16.5,1,,0.001885741,6.3,20,20,417713.195,4096662.052
22,ARBUME,8-Dec-06,28,15.4,17,1,,0.000615752,5.5,20,20,417713.9021,4096662.384
23,QUERPA,8-Dec-06,37,16.8,17.9,1,,0.00107521,3.8,20,20,417715.4844,4096662.9
24,LITHDE,8-Dec-06,22,15.5,20.4,3,M,0.000807389,4.5,20,20,417714.8599,4096665.647
25,CORYCO,8-Dec-06,23,15.5,20.6,6,M,0.00091656,4.6,20,20,417714.9105,4096665.841
26,QUERAG,8-Dec-06,27,15.6,15.5,1,,0.000572555,6.3,20,20,417713.7157,4096660.882
27,LITHDE,8-Dec-06,28,19.9,15.9,1,,0.000615752,4.1,20,20,417717.9768,4096660.18
28,LITHDE,8-Dec-06,124,16.1,14.8,1,,0.012076282,6.5,20,20,417714.0221,4096660.078
29,QUERAG,8-Dec-06,14,17.5,14.4,1,,0.000153938,6.2,20,20,417715.2752,4096659.336
30,PSEUME,8-Dec-06,89,18.8,12.8,1,,0.006221139,7.3,20,20,417716.1276,4096657.459
32,CORYCO,8-Dec-06,18,16.6,12.5,4,M,0.000704502,8.3,20,20,417713.9233,4096657.726
33,QUERAG,8-Dec-06,20,17.7,11.8,2,M,0.000490874,8.5,20,20,417714.8102,4096656.771
34,PSEUME,8-Dec-06,99,15.2,12.7,1,,0.007697687,8.7,20,20,417712.6196,4096658.274
35,PSEUME,8-Dec-06,34,11.7,13.1,1,,0.00090792,10.8,20,20,417709.335,4096659.548
36,PSEUME,8-Dec-06,24,11.5,12.7,1,,0.000452389,11.2,20,20,417709.0403,4096659.211
37,PSEUME,8-Dec-06,35,12.5,12.5,1,,0.000962113,10.6,20,20,417709.957,4096658.765
38,LITHDE,8-Dec-06,12,12.1,17.7,1,,0.000113097,8.3,20,20,417710.8869,4096663.896
39,PSEUME,8-Dec-06,108,14,7.4,1,,0.009160884,9.5,20,0,417710.1165,4096653.451
40,PSEUME,8-Dec-06,47,15.5,7.2,1,,0.001734945,8.5,20,0,417711.517,4096652.878
41,PSEUME,8-Dec-06,26,15.3,6.5,1,,0.000530929,8,20,0,417711.1462,4096652.251
42,PSEUME,8-Dec-06,81,16.6,5.9,1,I,0.005152997,6.8,20,0,417712.2519,4096651.341
43,PSEUME,8-Dec-06,39,17.3,6.2,1,,0.001194591,6.8,20,0,417713.005,4096651.454
44,PSEUME,8-Dec-06,14,20.2,5.7,1,,0.000153938,5.7,20,0,417715.6839,4096650.236
45,PSEUME,8-Dec-06,68,18.2,5.1,1,,0.003631681,5.4,20,0,417713.5971,4096650.162
46,CORYCO,8-Dec-06,24,17.2,3.6,5,M,0.00119302,4.5,20,0,417712.2498,4096648.965
47,PSEUME,8-Dec-06,47,20.1,2.8,1,,0.001734945,2.8,20,0,417714.8527,4096647.456
48,CORYCO,8-Dec-06,20,15.4,4.9,3,M,0.000789325,6.7,20,0,417710.8377,4096650.678
49,CORYCO,8-Dec-06,18,14.9,4.2,3,M,0.000562345,6.6,20,0,417710.1768,4096650.127
50,LITHDE,14-Dec-06,69,0.5,44.5,1,,0.003739281,4.5,0,40,417706.4522,4096692.76
51,CORYCO,8-Dec-06,15,14.6,2.9,4,M,0.000758695,6.1,20,0,417709.5573,4096648.946
52,QUERAG,8-Dec-06,60,11.6,2.1,1,,0.002827433,8.6,20,0,417706.4525,4096648.932
53,SEQUSE,8-Dec-06,1492,7.3,6.9,1,,1.748346577,10,0,0,417703.5083,4096654.664
54,SEQUSE,8-Dec-06,255,8.8,4.1,1,,0.051070516,9.7,0,0,417704.2503,4096651.576
55,ARBUME,8-Dec-06,409,13.5,1.2,1,,0.13138219,6.6,20,0,417708.0627,4096647.58
56,SEQUSE,8-Dec-06,1748,9.1,4.4,1,,2.39978723,10.1,0,0,417704.6165,4096651.79
57,QUERPA,8-Dec-06,34,6.2,0.3,1,,0.00090792,6.2,0,0,417700.7727,4096648.558
59,CORYCO,8-Dec-06,16,18.3,1,5,M,0.000870221,1.9,20,0,417712.6555,4096646.171
60,QUERAG,8-Dec-06,25,20.2,1.9,1,,0.000490874,1.9,20,0,417714.7215,4096646.56
61,LITHDE,8-Dec-06,27,13,20.9,1,,0.000572555,7,20,20,417712.568,4096666.764
62,CORYCO,8-Dec-06,14,15.6,2.4,6,M,0.000869436,5,20,0,417710.3981,4096648.209
63,PSEUME,11-Dec-06,18,19.6,20.7,1,,0.000254469,0.8,20,20,417718.9022,4096664.899
64,ARBUME,11-Dec-06,391,19.7,22.2,1,,0.120072457,2.2,20,20,417719.3788,4096666.325
65,PSEUME,11-Dec-06,80,18.4,22.9,1,,0.005026548,3.3,20,20,417718.2985,4096667.331
66,PSEUME,11-Dec-06,24,18.5,22.8,1,,0.000452389,3.2,20,20,417718.3699,4096667.209
67,QUERPA,11-Dec-06,24,18.8,22.1,1,,0.000452389,2.4,20,20,417718.4828,4096666.456
68,PSEUME,11-Dec-06,26,17.2,21.7,1,,0.000530929,3.3,20,20,417716.8337,4096666.474
69,LITHDE,11-Dec-06,15,16.5,21.4,1,,0.000176715,3.8,20,20,417716.0805,4096666.362
70,PSEUME,11-Dec-06,21,15,22.7,1,,0.000346361,5.7,20,20,417714.9587,4096667.999
71,PSEUME,11-Dec-06,13,13.4,21.5,1,,0.000132732,6.8,20,20,417713.1069,4096667.243
72,PSEUME,11-Dec-06,15,15,23.6,1,,0.000176715,6.2,20,20,417715.1866,4096668.87
73,PSEUME,11-Dec-06,27,15.2,24.7,1,,0.000572555,6.8,20,20,417715.6587,4096669.883
74,CORYCO,11-Dec-06,15,16.8,24.6,9,M,0.001030442,5.6,20,20,417717.1812,4096669.381
75,QUERPA,11-Dec-06,35,18.1,24.9,1,,0.000962113,5.2,20,20,417718.5148,4096669.342
76,QUERPA,11-Dec-06,19,18.3,27,1,,0.000283529,7.2,20,20,417719.2401,4096671.323
77,QUERPA,11-Dec-06,40,17.9,27,1,,0.001256637,7.3,20,20,417718.8531,4096671.424
78,LITHDE,11-Dec-06,17,16.4,27.2,1,,0.00022698,8.1,20,20,417717.4527,4096671.998
79,LITHDE,11-Dec-06,47,16.2,25.4,1,,0.001734945,6.6,20,20,417716.8033,4096670.307
80,QUERAG,11-Dec-06,31,13,27.6,1,,0.000754768,10.3,20,20,417714.2648,4096673.246
81,LITHDE,11-Dec-06,301,11.8,29,1,,0.071157859,12.2,20,20,417713.4585,4096674.904
82,PSEUME,11-Dec-06,981,10.8,29.9,1,,0.755836562,13.6,20,20,417712.719,4096676.028
83,LITHDE,11-Dec-06,26,10.6,25,1,,0.000530929,10.7,20,20,417711.2846,4096671.338
84,LITHDE,11-Dec-06,30,11.8,22.9,1,,0.000706858,8.7,20,20,417711.9136,4096669.003
85,LITHDE,11-Dec-06,12,10.5,24.3,1,,0.000113097,10.5,20,20,417711.0106,4096670.686
86,LITHDE,11-Dec-06,14,18.9,20.3,1,,0.000153938,1.1,20,20,417718.1237,4096664.69
87,PSEUME,11-Dec-06,16,10.2,21.3,1,,0.000201062,9.9,20,20,417709.9606,4096667.86
88,LITHDE,11-Dec-06,26,9.5,20.6,1,,0.000530929,9.6,0,20,417709.1061,4096667.36
89,ARBUME,11-Dec-06,407,8.8,20.7,1,,0.13010042,8.8,0,20,417708.4543,4096667.634
90,ARBUME,11-Dec-06,439,8.4,22,2,M,0.174328547,8.6,0,20,417708.3965,4096668.993
91,LITHDE,11-Dec-06,13,7.4,23.4,2,M,0.000265465,8.2,0,20,417707.7837,4096670.601
92,LITHDE,11-Dec-06,10,7.2,24.8,1,,7.85E-05,8.7,0,20,417707.9448,4096672.006
93,LITHDE,11-Dec-06,13,6.7,23.1,1,,0.000132732,7.4,0,20,417707.0305,4096670.488
94,CORYCO,11-Dec-06,10,5.5,24,1,,7.85E-05,6.8,0,20,417706.0976,4096671.663
95,PSEUME,11-Dec-06,17,2.4,21.2,1,,0.00022698,2.7,0,20,417702.3895,4096669.739
96,SEQUSE,11-Dec-06,27,1.1,26.3,1,,0.000572555,6.4,0,20,417702.4235,4096675.002
97,PSEUME,11-Dec-06,85,0.6,25.6,1,,0.005674502,5.6,0,20,417701.7625,4096674.451
98,LITHDE,11-Dec-06,12,5.5,25.6,1,,0.000113097,7.8,0,20,417706.5028,4096673.21
100,PSEUME,11-Dec-06,22,3.7,25.5,1,,0.000380133,6.6,0,20,417704.7361,4096673.569
101,PSEUME,11-Dec-06,21,3.7,27.3,1,,0.000346361,8.1,0,20,417705.192,4096675.311
102,PSEUME,11-Dec-06,18,2.8,27.3,1,,0.000254469,7.8,0,20,417704.3213,4096675.539
103,SEQUSE,11-Dec-06,167,4.9,28.2,1,,0.021903969,9.5,0,20,417706.5808,4096675.878
104,SEQUSE,11-Dec-06,224,4.1,30.9,1,,0.039408138,10,0,40,417706.4907,4096678.692
105,SEQUSE,11-Dec-06,10,5.3,32.1,1,,7.85E-05,9.5,0,40,417707.9555,4096679.549
106,SEQUSE,11-Dec-06,11,0,0,1,,9.50E-05,0,0,0,417694.6989,4096649.838
107,SEQUSE,11-Dec-06,110,5.4,32.9,1,,0.009503318,8.9,0,40,417708.2548,4096680.298
108,SEQUSE,11-Dec-06,22,0.3,32.6,2,M,0.000588263,7.4,0,40,417703.2451,4096681.299
109,PSEUME,11-Dec-06,349,1,32.8,1,,0.095662282,7.3,0,40,417703.9729,4096681.315
110,SEQUSE,11-Dec-06,13,2.8,34.9,2,M,0.000227765,5.8,0,40,417706.2461,4096682.891
111,ARBUME,11-Dec-06,266,3.6,35.9,1,,0.055571632,5.5,0,40,417707.2732,4096683.656
112,PSEUME,11-Dec-06,65,2.3,37.7,1,I,0.003318307,3.2,0,40,417706.4715,4096685.726
113,SEQUSE,11-Dec-06,53,1.2,38.2,1,,0.002206183,2.1,0,40,417705.5339,4096686.489
114,SEQUSE,11-Dec-06,13,0.6,39.8,1,,0.000132732,0.6,0,40,417705.3587,4096688.188
115,SEQUSE,11-Dec-06,25,1.8,38.5,1,,0.000490874,2.3,0,40,417706.1904,4096686.627
116,SEQUSE,11-Dec-06,48,4.3,38,1,,0.001809557,4.7,0,40,417708.4822,4096685.51
117,SEQUSE,11-Dec-06,319,4.5,34.7,1,,0.079922903,6.9,0,40,417707.84,4096682.267
118,PSEUME,11-Dec-06,359,4.5,33.5,1,,0.101222901,7.9,0,40,417707.5361,4096681.106
119,SEQUSE,11-Dec-06,155,6.2,35.1,1,,0.018869191,7.9,0,40,417709.5859,4096682.223
120,SEQUSE,11-Dec-06,17,11.5,37.8,1,,0.00022698,8.8,20,40,417715.3969,4096683.493
121,SEQUSE,11-Dec-06,23,12.4,37.1,1,,0.000415476,8.1,20,40,417716.0903,4096682.588
122,PSEUME,11-Dec-06,125,12.4,37.9,1,,0.012271846,7.9,20,40,417716.2929,4096683.362
123,SEQUSE,11-Dec-06,112,13.1,39,1,,0.009852035,7,20,40,417717.2486,4096684.249
124,SEQUSE,11-Dec-06,95,14,38.9,1,,0.007088218,6.1,20,40,417718.0939,4096683.924
125,SEQUSE,11-Dec-06,30,14.7,36.3,1,,0.000706858,6.5,20,40,417718.1127,4096681.232
126,SEQUSE,11-Dec-06,22,15.9,35.4,1,,0.000380133,6.2,20,40,417719.0456,4096680.057
127,SEQUSE,11-Dec-06,228,14.7,36.2,1,,0.040828138,6.5,20,40,417718.0873,4096681.135
128,SEQUSE,11-Dec-06,38,15.9,35.7,1,,0.001134115,5.9,20,40,417719.1216,4096680.347
129,SEQUSE,11-Dec-06,79,15.1,33.4,1,,0.00490167,8.2,20,40,417717.7652,4096678.325
130,PSEUME,11-Dec-06,22,15.4,31.1,1,,0.000380133,10,20,40,417717.4729,4096676.024
131,CORYCO,11-Dec-06,20,15.6,31,5,M,0.000906349,10.1,20,40,417717.6411,4096675.876
132,TOXIDI,11-Dec-06,11,15.6,31.2,1,,9.50E-05,9.8,20,40,417717.6917,4096676.07
133,QUERAG,13-Dec-06,13,27.3,5,1,,0.000132732,8.9,20,0,417722.3751,4096647.761
134,ARBUME,13-Dec-06,470,29,2.7,3,M,0.333421941,9.4,20,0,417723.4372,4096645.105
135,VACCOV,13-Dec-06,46,28.4,1.1,21,M,0.012059003,8.5,20,0,417722.4516,4096643.71
136,LITHDE,13-Dec-06,36,27.5,17.3,1,,0.001017876,7.9,20,20,417725.6836,4096659.609
137,QUERAG,13-Dec-06,89,29.4,18,1,,0.006221139,9.6,20,20,417727.699,4096659.805
138,LITHDE,13-Dec-06,109,26.3,18.1,1,L,0.009331316,6.6,20,20,417724.7253,4096660.687
139,LONIHI,13-Dec-06,14,24.6,7.7,1,,0.000153938,9,20,0,417720.4469,4096651.057
140,CORYCO,13-Dec-06,23,27.5,9.8,1,,0.000415476,12.4,20,0,417723.7842,4096652.354
141,PSEUME,13-Dec-06,24,24.2,13.7,1,,0.000452389,7.6,20,20,417721.5795,4096656.962
142,ARBUME,13-Dec-06,524,26.7,14.7,1,,0.215651486,8.5,20,20,417724.2512,4096657.297
143,ARBUME,13-Dec-06,334,28.4,9.1,1,,0.087615878,12.4,20,0,417724.4776,4096651.449
144,LITHDE,13-Dec-06,33,24.9,8,1,,0.000855299,9.3,20,0,417720.8131,4096651.271
145,ARBUME,13-Dec-06,186,29.5,8.1,1,,0.027171635,12.5,20,0,417725.2885,4096650.203
146,QUERPA,13-Dec-06,28,29.4,9.9,1,,0.000615752,13.7,20,0,417725.6476,4096651.969
147,QUERPA,13-Dec-06,10,26.7,18.1,1,,7.85E-05,7,20,20,417725.1123,4096660.586
148,QUERPA,13-Dec-06,24,35.5,8.5,1,,0.000452389,9.6,40,0,417731.1942,4096649.07
149,QUERPA,13-Dec-06,36,21.9,8,1,,0.001017876,8.3,20,0,417717.9109,4096652.031
150,TOXIDI,13-Dec-06,18,38.5,10.8,1,,0.000254469,9.3,40,20,417734.6789,4096650.536
151,LITHDE,13-Dec-06,134,35.7,17,1,,0.014102609,5.3,40,20,417733.5403,4096657.243
152,QUERPA,13-Dec-06,67,39.9,9.4,1,,0.003525652,9.4,40,0,417735.6787,4096648.827
153,LITHDE,13-Dec-06,11,39.5,0.5,1,,9.50E-05,0.7,40,0,417733.0378,4096640.318
154,SEQUSE,13-Dec-06,20,22.5,5.1,1,L,0.000314159,5.7,20,0,417717.7569,4096649.073
155,QUERPA,13-Dec-06,25,23.3,5,1,L,0.000490874,6,20,0,417718.5055,4096648.774
156,PSEUME,13-Dec-06,33,20.6,5.4,1,,0.000855299,5.4,20,0,417715.9949,4096649.845
157,CORYCO,13-Dec-06,20,36.6,8.6,1,,0.000314159,9.2,40,0,417732.2837,4096648.888
158,CORYCO,13-Dec-06,28,35.8,13.1,1,,0.000615752,8,40,20,417732.6494,4096653.444
159,LONIHI,13-Dec-06,17,29.6,10.1,1,,0.00022698,13.8,20,20,417725.8917,4096652.112
160,PSEUME,13-Dec-06,1093,35.4,6.1,1,,0.938275131,7.7,40,0,417730.4897,4096646.774
161,QUERPA,13-Dec-06,97,38.7,8.8,3,M,0.031455196,8.8,40,0,417734.3659,4096648.55
162,QUERPA,13-Dec-06,10,35.2,7.9,1,,7.85E-05,9.2,40,0,417730.752,4096648.566
163,PSEUME,13-Dec-06,29,20,6.3,1,,0.00066052,6.3,20,0,417715.6423,4096650.867
164,QUERPA,13-Dec-06,13,20.4,12.6,1,,0.000132732,7.5,20,20,417717.6248,4096656.861
165,SEQUSE,13-Dec-06,71,23.1,5.5,1,,0.003959192,6.3,20,0,417718.4387,4096649.308
166,QUERPA,13-Dec-06,10,35.9,8.2,1,,7.85E-05,9.2,40,0,417731.5052,4096648.679
167,QUERPA,13-Dec-06,29,23.8,16.2,1,,0.00066052,5.4,20,20,417721.8257,4096659.482
168,LITHDE,13-Dec-06,13,23,17.8,1,,0.000132732,3.7,20,20,417721.4569,4096661.233
169,PSEUME,13-Dec-06,14,20.9,15.7,1,,0.000153938,4.4,20,20,417718.8936,4096659.733
170,LITHDE,13-Dec-06,13,22.4,17.4,1,,0.000132732,3.6,20,20,417720.7752,4096660.998
171,PSEUME,13-Dec-06,18,21.8,3.1,1,,0.000254469,3.6,20,0,417716.5733,4096647.316
172,PSEUME,13-Dec-06,28,22.4,2.9,1,,0.000615752,3.8,20,0,417717.103,4096646.97
173,PSEUME,13-Dec-06,27,22.7,3.8,1,,0.000572555,4.6,20,0,417717.6212,4096647.765
174,PSEUME,13-Dec-06,37,22.6,2.6,1,,0.00107521,3.7,20,0,417717.2206,4096646.63
175,PSEUME,13-Dec-06,33,21.6,4.5,1,,0.000855299,4.8,20,0,417716.7343,4096648.721
176,PSEUME,13-Dec-06,19,21.9,4.5,1,,0.000283529,4.9,20,0,417717.0246,4096648.645
177,PSEUME,13-Dec-06,48,22.1,4.7,1,,0.001809557,5.2,20,0,417717.2687,4096648.788
178,PSEUME,13-Dec-06,10,20.8,4.5,1,,7.85E-05,4.6,20,0,417715.9604,4096648.923
179,PSEUME,13-Dec-06,58,20.8,4.7,1,,0.002642079,4.8,20,0,417716.0111,4096649.117
180,VACCOV,13-Dec-06,16,26.7,2,1,,0.000201062,7,20,0,417721.0349,4096645.011
181,CORYCO,13-Dec-06,14,24,2.6,1,,0.000153938,4.8,20,0,417718.5749,4096646.275
182,CORYCO,13-Dec-06,25,26.5,8,1,,0.000490874,10.3,20,0,417722.361,4096650.866
184,LITHDE,13-Dec-06,23,26.3,17.6,1,,0.000415476,6.8,20,20,417724.5987,4096660.204
185,TOXIDI,13-Dec-06,10,30.4,24.4,1,,7.85E-05,10.6,40,20,417730.2872,4096665.744
186,CORYCO,13-Dec-06,18,24.6,20.2,1,,0.000254469,4.6,20,20,417723.6126,4096663.149
187,LITHDE,13-Dec-06,20,23.2,20.3,1,,0.000314159,3.2,20,20,417722.2835,4096663.601
188,CORYCO,13-Dec-06,12,38.2,18.4,1,,0.000113097,2.4,40,20,417736.3134,4096657.964
189,CORYCO,13-Dec-06,34,38.1,20.3,1,,0.00090792,2,40,20,417736.6978,4096659.827
190,CORYCO,13-Dec-06,22,29.6,18.3,1,,0.000380133,9.7,20,20,417727.9684,4096660.045
191,PSEUME,13-Dec-06,312,34,16.9,1,,0.076453799,6.7,40,20,417731.8704,4096657.576
192,ARBUME,13-Dec-06,177,39.4,18.3,1,,0.024605739,1.8,40,20,417737.4489,4096657.563
193,PSEUME,13-Dec-06,1194,31.2,19.2,1,,1.119691896,8.8,40,20,417729.7442,4096660.51
194,CORYCO,13-Dec-06,12,32.1,18.1,1,,0.000113097,8.1,40,20,417730.3363,4096659.218
195,QUERAG,13-Dec-06,62,30.2,18.6,1,,0.003019071,9.9,40,20,417728.6248,4096660.183
196,LITHDE,13-Dec-06,31,22.5,19,1,,0.000754768,2.7,20,20,417721.2771,4096662.52
197,LITHDE,13-Dec-06,17,21.5,18.8,1,L,0.00022698,1.9,20,20,417720.2591,4096662.58
198,QUERPA,13-Dec-06,73,33.5,9.6,1,,0.004185387,11.6,40,0,417729.538,4096650.641
199,LITHDE,13-Dec-06,11,31.8,6.9,1,,9.50E-05,10.8,40,0,417727.2096,4096648.459
200,QUERAG,6-Mar-07,11,33,6.5,1,,9.50E-05,9.6,40,0,417728.2692,4096647.769
201,LITHDE,13-Dec-06,19,28.7,29.9,1,,0.000283529,13.2,20,20,417730.0355,4096671.495
202,TOXIDI,13-Dec-06,10,30.1,30.1,1,,7.85E-05,14,40,40,417731.4405,4096671.334
203,QUERPA,13-Dec-06,13,28.2,20.2,1,,0.000132732,8.2,20,20,417727.0952,4096662.238
205,QUERAG,13-Dec-06,11,28.9,31.1,1,,9.50E-05,12.5,20,40,417730.5328,4096672.605
206,ARBUME,13-Dec-06,16,30.3,31.4,1,,0.000201062,13,40,40,417731.9632,4096672.541
207,QUERAG,13-Dec-06,25,26.1,20.9,1,,0.000490874,6.2,20,20,417725.241,4096663.447
208,PSEUME,13-Dec-06,772,31.4,28.3,1,,0.468084739,11.9,40,20,417732.2422,4096669.263
209,LITHDE,13-Dec-06,75,29,21.5,1,,0.004417865,9.1,20,20,417728.1984,4096663.293
210,CORYCO,13-Dec-06,36,33.5,22.6,1,,0.001017876,7,40,20,417732.8303,4096663.217
211,LONIHI,13-Dec-06,10,33.3,29,1,,7.85E-05,11.2,40,20,417734.2576,4096669.459
213,QUERPA,13-Dec-06,57,30.4,29.2,1,,0.002551759,13.3,40,20,417731.5028,4096670.387
214,QUERPA,13-Dec-06,21,33.4,3.8,1,,0.000346361,7.6,40,0,417727.9724,4096645.055
215,TOXIDI,13-Dec-06,10,40.2,35.2,1,,7.85E-05,4.8,40,40,417742.5028,4096673.71
216,QUERPA,13-Dec-06,60,27.3,27.8,1,,0.002827433,10.7,20,20,417728.1493,4096669.818
217,QUERAG,13-Dec-06,64,31.4,32.9,1,,0.003216991,11.1,40,40,417733.4072,4096673.713
218,QUERAG,13-Dec-06,58,37.5,2.8,1,,0.002642079,3.8,40,0,417731.6855,4096643.05
219,QUERAG,13-Dec-06,129,37.7,2.9,1,,0.013069811,3.7,40,0,417731.9043,4096643.096
220,CORYCO,18-Dec-06,35,33.7,48.7,24,M,0.007087433,10.8,40,40,417739.6336,4096688.416
221,PSEUME,13-Dec-06,840,29.4,24.8,1,,0.554176944,10.6,20,20,417729.4211,4096666.384
222,PSEUME,13-Dec-06,693,36.1,25.4,1,,0.377186683,6.7,40,20,417736.0546,4096665.267
223,QUERAG,13-Dec-06,13,29.1,23.5,1,,0.000132732,9.8,20,20,417728.8016,4096665.202
224,ARBUME,13-Dec-06,349,36.5,1,1,,0.095662282,3.6,40,0,417730.2622,4096641.562
225,ARBUME,13-Dec-06,220,34.8,2.3,1,,0.038013271,5.7,40,0,417728.9469,4096643.25
226,ARBUME,13-Dec-06,312,34.3,2,1,,0.076453799,6,40,0,417728.3872,4096643.086
227,LITHDE,13-Dec-06,15,21.2,21.3,1,,0.000176715,1.7,20,20,417720.602,4096665.074
228,LITHDE,13-Dec-06,151,23.6,20.9,1,,0.017907864,3.7,20,20,417722.8225,4096664.08
229,CORYCO,13-Dec-06,25,24.3,23.1,1,,0.000490874,5.3,20,20,417724.0568,4096666.031
230,PSEUME,13-Dec-06,83,20.9,25.1,1,,0.005410608,5.2,20,20,417721.2741,4096668.827
231,QUERPA,13-Dec-06,26,21.4,26.5,1,,0.000530929,6.6,20,20,417722.1124,4096670.054
233,QUERPA,13-Dec-06,31,23.2,26.7,1,,0.000754768,7.4,20,20,417723.9044,4096669.792
235,TOXIDI,13-Dec-06,10,22.2,27.6,1,,7.85E-05,7.9,20,20,417723.1649,4096670.916
236,QUERPA,13-Dec-06,22,20.2,29.6,1,,0.000380133,9.6,20,20,417721.7366,4096673.357
237,QUERPA,13-Dec-06,70,23.4,29.3,1,,0.003848451,9.9,20,20,417724.7563,4096672.257
238,LITHDE,13-Dec-06,48,24.1,30.5,1,,0.001809557,10.4,20,40,417725.7374,4096673.24
239,ARBUME,13-Dec-06,38,26.1,30,2,M,0.001888883,11.7,20,40,417727.5456,4096672.25
240,QUERPA,13-Dec-06,10,20.3,32.8,1,,7.85E-05,7.2,20,40,417722.6437,4096676.428
241,PSEUME,13-Dec-06,869,21,32.4,1,,0.593102062,7.6,20,40,417723.2196,4096675.863
242,LITHDE,13-Dec-06,83,7.5,21.9,1,,0.005410608,7.7,0,20,417707.5006,4096669.124
243,HETEAR,13-Dec-06,16,25.1,32.3,1,,0.000201062,9.2,20,40,417727.1606,4096674.728
244,HETEAR,13-Dec-06,53,25.5,31.7,1,,0.002206183,9.9,20,40,417727.3956,4096674.046
245,PSEUME,13-Dec-06,750,20.6,36.8,1,,0.441786467,3.3,20,40,417723.947,4096680.221
246,PSEUME,13-Dec-06,49,20.7,39.2,1,,0.001885741,1,20,40,417724.6515,4096682.518
247,ARBUME,13-Dec-06,13,23.7,36.6,1,L,0.000132732,5,20,40,417726.8953,4096679.243
248,LITHDE,13-Dec-06,72,24.4,36.5,1,,0.004071504,5.6,20,40,417727.5471,4096678.969
249,QUERAG,13-Dec-06,24,24.5,36.2,1,,0.000452389,5.9,20,40,417727.5679,4096678.653
250,QUERAG,13-Dec-06,15,30.9,4.2,1,,0.000176715,10,40,0,417725.6552,4096646.075
251,QUERPA,13-Dec-06,13,31.3,3.9,1,,0.000132732,9.5,40,0,417725.9662,4096645.684
252,QUERPA,13-Dec-06,16,30.8,15.1,1,,0.000201062,10.4,40,20,417728.3189,4096656.645
253,UMBECA,13-Dec-06,41,39.5,28.7,1,,0.001320254,8.7,40,20,417740.1795,4096667.599
254,QUERPA,13-Dec-06,24,37.6,39.6,1,,0.000452389,2.4,40,40,417741.1019,4096678.625
255,QUERPA,13-Dec-06,70,34.3,37.4,1,,0.003848451,6.2,40,40,417737.3523,4096677.332
256,QUERAG,13-Dec-06,14,31.9,36.3,1,,0.000153938,8.9,40,40,417734.752,4096676.876
257,QUERPA,13-Dec-06,36,31.5,38.4,1,,0.001017876,8.6,40,40,417734.8968,4096679.009
258,QUERAG,13-Dec-06,37,29.5,40.8,1,,0.00107521,9.5,20,40,417733.5698,4096681.837
259,LITHDE,13-Dec-06,177,25.4,40.3,1,,0.024605739,5.5,20,40,417729.4769,4096682.391
260,LITHDE,13-Dec-06,186,27.5,36.6,1,,0.027171635,8.3,20,40,417730.5714,4096678.28
261,UMBECA,13-Dec-06,19,29.3,35.5,1,,0.000283529,10.3,20,40,417732.0341,4096676.76
262,CORYCO,18-Dec-06,37,25.8,49.6,1,,0.00107521,11.2,20,40,417732.2191,4096691.287
263,LITHDE,18-Dec-06,95,30.3,44.4,1,,0.007088218,10.7,40,40,417735.2555,4096685.117
264,PSEUME,20-Dec-06,91,11,68.6,1,I,0.006503882,12.5,20,60,417722.7133,4096713.416
