tag,code,date,dbh,east,north,stems,status07,BA,near_dist,near_east,near_north,utm_east,utm_north
4732,LITHDE,25-Jun-07,38,113.2,277.8,1,,0.001134115,7.2,120,280,417874.5619,4096889.914
4733,RHAMCA,25-Jun-07,56,113.5,276.7,1,L,0.002463009,7.3,120,280,417874.5735,4096888.773
4734,LONIHI,25-Jun-07,14,98.3,263.9,1,,0.000153938,4.3,100,260,417856.6274,4096880.24
4735,RHAMCA,25-Jun-07,26,98.8,267.5,1,,0.000530929,7.6,100,260,417858.0228,4096883.596
4736,QUERAG,25-Jun-07,61,100.7,270.2,1,,0.002922467,9.8,100,280,417860.5447,4096885.727
4737,CORYCO,25-Jun-07,29,95.9,269.3,6,M,0.002045177,10.1,100,260,417855.6732,4096886.072
4738,TOXIDI,25-Jun-07,11,95.8,269.1,1,,9.50E-05,10,100,260,417855.5258,4096885.904
4739,RHAMCA,25-Jun-07,14,91.7,269.9,1,,0.000153938,12.9,100,260,417851.7621,4096887.716
4740,TOXIDI,25-Jun-07,15,91.2,276.5,1,,0.000176715,9.5,100,280,417852.9498,4096894.227
4741,TOXIDI,25-Jun-07,10,90.2,275.7,1,,7.85E-05,10.7,100,280,417851.7798,4096893.707
4742,TOXIDI,25-Jun-07,10,90.1,275.6,1,,7.85E-05,10.9,100,280,417851.6578,4096893.635
4743,TOXIDI,25-Jun-07,26,91.2,275.9,1,,0.000530929,9.7,100,280,417852.7979,4096893.647
4744,TOXIDI,25-Jun-07,10,89.2,276,1,,7.85E-05,10.1,80,280,417850.8884,4096894.25
4745,QUERAG,25-Jun-07,153,84.4,274.6,1,Y,0.018385386,7,80,280,417845.8903,4096894.112
4748,TOXIDI,25-Jun-07,14,87,278.5,1,,0.000153938,7.2,80,280,417849.3933,4096897.226
4749,TOXIDI,25-Jun-07,11,96.7,278.9,1,,9.50E-05,3.5,100,280,417858.8784,4096895.156
4750,TOXIDI,25-Jun-07,10,98,272.9,1,,7.85E-05,7.4,100,280,417858.6165,4096889.023
4753,QUERAG,25-Jun-07,159,89,264.5,1,L,0.019855651,10,80,260,417847.7825,4096883.176
4754,LITHDE,25-Jun-07,17,84.4,264.5,1,,0.00022698,6.3,80,260,417843.3325,4096884.341
4755,LITHDE,25-Jun-07,12,84,262.4,1,,0.000113097,4.7,80,260,417842.4137,4096882.411
4756,LITHDE,25-Jun-07,11,83.1,259.7,1,,9.50E-05,3.2,80,260,417840.8593,4096880.026
4757,LITHDE,25-Jun-07,28,81.5,259.4,1,L,0.000615752,1.7,80,260,417839.2355,4096880.141
4758,TOXIDI,25-Jun-07,10,81.8,259.2,1,,7.85E-05,2,80,260,417839.475,4096879.872
4759,TOXIDI,25-Jun-07,11,82,259.4,1,,9.50E-05,2.1,80,260,417839.7192,4096880.015
4760,LITHDE,25-Jun-07,40,81.2,262.3,1,,0.001256637,2.6,80,260,417839.6797,4096883.023
4761,LITHDE,25-Jun-07,38,82.1,266.2,1,,0.001134115,6.5,80,260,417841.538,4096886.568
4762,LITHDE,25-Jun-07,33,81.2,267.2,1,,0.000855299,7.3,80,260,417840.9206,4096887.763
4763,LITHDE,25-Jun-07,14,80.7,267,1,,0.000153938,7.1,80,260,417840.3863,4096887.696
4764,LITHDE,25-Jun-07,36,83.5,268.4,1,,0.001017876,9.1,80,260,417843.4495,4096888.342
4765,LITHDE,25-Jun-07,12,82.7,268.8,1,L,0.000113097,9.2,80,260,417842.7769,4096888.931
4766,LITHDE,25-Jun-07,102,83.4,269.4,1,,0.008171282,10,80,260,417843.606,4096889.334
4767,LITHDE,25-Jun-07,20,81.9,272.2,1,,0.000314159,8,80,280,417842.864,4096892.423
4768,LITHDE,25-Jun-07,15,82.1,271.6,1,,0.000176715,8.6,80,280,417842.9056,4096891.792
4769,LITHDE,25-Jun-07,11,85.1,268.6,1,,9.50E-05,10,80,260,417845.048,4096888.13
4770,QUERPA,25-Jun-07,16,85.3,270.3,1,,0.000201062,11.1,80,280,417845.672,4096889.724
4771,QUERAG,25-Jun-07,925,80.2,270.1,1,QI,0.672006304,9.9,80,280,417840.6876,4096890.822
4772,LITHDE,25-Jun-07,54,85.7,268.3,1,,0.002290221,10,80,260,417845.5525,4096887.688
4773,LITHDE,25-Jun-07,17,85.7,271.8,1,Y,0.00022698,10,80,280,417846.4389,4096891.074
4774,LITHDE,25-Jun-07,16,85,271.3,1,Y,0.000201062,10,80,280,417845.6351,4096890.767
4775,LITHDE,25-Jun-07,24,84.2,272.8,1,L,0.000452389,8.4,80,280,417845.241,4096892.421
4776,LITHDE,25-Jun-07,64,84,273.5,1,,0.003216991,7.6,80,280,417845.2248,4096893.149
4777,TOXIDI,25-Jun-07,11,83.3,274.6,1,,9.50E-05,6.3,80,280,417844.8262,4096894.39
4779,TOXIDI,25-Jun-07,13,82.9,273.4,1,,0.000132732,7.2,80,280,417844.1353,4096893.331
4780,TOXIDI,25-Jun-07,11,81.9,274.1,1,,9.50E-05,6.2,80,280,417843.3452,4096894.261
4781,PSEUME,25-Jun-07,11,79.5,274.3,1,,9.50E-05,5.7,80,280,417841.0741,4096895.062
4782,LITHDE,25-Jun-07,28,80,275.9,1,,0.000615752,4.1,80,280,417841.963,4096896.483
4783,TOXIDI,25-Jun-07,11,85.5,280,1,,9.50E-05,5.5,80,280,417848.322,4096899.057
4784,LITHDE,25-Jun-07,12,101.8,295.1,1,,0.000113097,5.2,100,300,417867.9148,4096909.537
4785,QUERAG,25-Jun-07,122,86.7,280.5,1,Y,0.011689866,6.7,80,280,417849.6096,4096899.237
4786,LITHDE,25-Jun-07,20,99.1,294,1,M,0.000314159,6.1,100,300,417865.0242,4096909.156
4787,ARBUME,25-Jun-07,360,102.4,292.5,3,M,0.223543952,7.9,100,300,417867.8368,4096906.869
4788,LITHDE,25-Jun-07,15,102.6,296.8,1,,0.000176715,4.1,100,300,417869.1192,4096910.979
4789,TOXIDI,25-Jun-07,15,85,279.9,1,,0.000176715,5,80,280,417847.813,4096899.087
4790,LITHDE,25-Jun-07,20,103.4,290.6,1,,0.000314159,10,100,300,417868.323,4096904.778
4791,TOXIDI,25-Jun-07,12,86.5,277.2,1,,0.000113097,7.1,80,280,417848.5803,4096896.095
4792,TOXIDI,25-Jun-07,10,81.1,271.3,1,,7.85E-05,8.7,80,280,417841.8622,4096891.755
4793,LITHDE,25-Jun-07,32,104.8,290.4,1,Y,0.000804248,10.7,100,300,417869.6267,4096904.23
4794,TOXIDI,25-Jun-07,22,101.9,279.2,1,,0.000380133,2,100,280,417863.9848,4096894.13
4795,TOXIDI,25-Jun-07,11,101.8,279.1,1,,9.50E-05,2.1,100,280,417863.8627,4096894.058
4796,LITHDE,25-Jun-07,10,108,277.9,1,Y,7.85E-05,8.2,100,280,417869.5567,4096891.327
4797,LITHDE,25-Jun-07,94,108.6,280.4,1,,0.006939778,8.7,100,280,417870.7703,4096893.594
4798,LITHDE,25-Jun-07,10,109.1,278.7,1,,7.85E-05,9.2,100,280,417870.8235,4096891.823
4799,LITHDE,25-Jun-07,70,108.3,279.5,1,,0.003848451,8.3,100,280,417870.2522,4096892.799
4800,LITHDE,25-Jun-07,20,107.5,279.4,1,,0.000314159,7.5,100,280,417869.4529,4096892.905
4801,LONIHI,25-Jun-07,11,112.3,279.3,1,,9.50E-05,7.8,120,280,417874.0711,4096891.593
4802,TOXIDI,25-Jun-07,15,112.5,280.7,1,,0.000176715,7.6,120,280,417874.6191,4096892.896
4803,LONIHI,25-Jun-07,13,113.7,279.6,1,,0.000132732,6.3,120,280,417875.5014,4096891.528
4804,TOXIDI,25-Jun-07,13,112.6,278,1,,0.000132732,7.6,120,280,417874.0321,4096890.259
4805,TOXIDI,26-Jun-07,15,111.6,277.9,1,,0.000176715,8.6,120,280,417873.0394,4096890.415
4806,LITHDE,26-Jun-07,35,110.3,277.8,1,Y,0.000962113,10,120,280,417871.7564,4096890.648
4807,LITHDE,26-Jun-07,439,106.7,292.3,1,,0.151362719,10.2,100,300,417871.9459,4096905.587
4808,LITHDE,26-Jun-07,61,109.4,275.9,1,,0.002922467,10.2,100,280,417870.4046,4096889.038
4809,TOXIDI,26-Jun-07,12,109.5,275.8,1,,0.000113097,10.4,100,280,417870.476,4096888.916
4810,LITHDE,26-Jun-07,22,110.4,275.7,1,L,0.000380133,10.5,120,280,417871.3213,4096888.591
4811,QUERAG,26-Jun-07,194,110.3,274.1,1,,0.029559245,11.4,120,280,417870.8194,4096887.069
4812,LITHDE,26-Jun-07,24,109.2,273.6,1,,0.000452389,11.2,100,280,417869.6286,4096886.863
4813,LITHDE,26-Jun-07,15,108.9,273.7,1,,0.000176715,10.9,100,280,417869.3637,4096887.036
4814,TOXIDI,26-Jun-07,10,108.2,271.3,1,,7.85E-05,12,100,280,417868.0787,4096884.892
4815,RHAMCA,26-Jun-07,49,108.6,271.4,2,M,0.00274104,12.2,100,280,417868.491,4096884.887
4817,QUERPA,26-Jun-07,15,104.6,272.7,1,M,0.000176715,8.6,100,280,417864.9507,4096887.158
4818,LITHDE,26-Jun-07,14,103.2,289.7,1,,0.000153938,10.2,100,280,417867.9016,4096903.958
4820,QUERPA,26-Jun-07,17,104.7,271.7,1,YM,0.00022698,9.6,100,280,417864.7941,4096886.165
4822,TOXIDI,26-Jun-07,10,103.6,270,1,,7.85E-05,10.6,100,280,417863.2995,4096884.799
4823,TOXIDI,26-Jun-07,16,104.1,269.6,1,,0.000201062,10.4,100,260,417863.6819,4096884.285
4824,PSEUME,26-Jun-07,113,103.8,271,1,,0.010028749,9.8,100,280,417863.7462,4096885.716
4825,QUERPA,26-Jun-07,51,104.7,270.5,1,,0.002042821,10.6,100,280,417864.4902,4096885.004
4826,LONIHI,26-Jun-07,15,105.7,268.4,1,,0.000176715,10.1,100,260,417864.9258,4096882.719
4827,RHAMCA,26-Jun-07,15,104.4,269,1,,0.000176715,10,100,260,417863.8201,4096883.629
4828,TOXIDI,26-Jun-07,10,103.8,267.8,1,,7.85E-05,8.7,100,260,417862.9358,4096882.62
4829,LITHDE,26-Jun-07,12,103.3,288,2,M,0.000191637,8.7,100,280,417867.5678,4096902.288
4831,LITHDE,26-Jun-07,13,101.2,286,1,I,0.000132732,6.1,100,280,417865.0297,4096900.885
4832,LITHDE,26-Jun-07,21,102.3,284.6,1,Y,0.000346361,5.1,100,280,417865.7393,4096899.252
4833,QUERAG,26-Jun-07,78,103.2,284.8,1,,0.004778362,5.8,100,280,417866.6606,4096899.218
4834,QUERAG,26-Jun-07,101,91.3,281.4,1,I,0.008011847,8.8,100,280,417854.2875,4096898.942
4835,ARBUME,26-Jun-07,530,90.1,282.5,1,,0.220618344,10.2,100,280,417853.4052,4096900.31
4836,QUERPA,26-Jun-07,92,88,281.5,1,,0.00664761,8.2,80,280,417851.1204,4096899.875
4837,QUERPA,26-Jun-07,12,87.7,282.7,1,,0.000113097,8.1,80,280,417851.1341,4096901.112
4838,TOXIDI,26-Jun-07,18,89.5,281.8,1,,0.000254469,9.6,80,280,417852.6475,4096899.785
4839,TOXIDI,26-Jun-07,16,85.6,278.6,1,,0.000201062,5.7,80,280,417848.0642,4096897.677
4840,TOXIDI,26-Jun-07,12,85,279.3,1,,0.000113097,5,80,280,417847.6611,4096898.506
4842,QUERPA,26-Jun-07,32,85.7,279.6,1,M,0.000804248,5.7,80,280,417848.4142,4096898.619
4843,QUERPA,26-Jun-07,55,89.2,284,1,,0.002375829,10,80,280,417852.9144,4096901.989
4844,PSEUME,26-Jun-07,75,86.3,284,1,L,0.004417865,7.5,80,280,417850.109,4096902.724
4845,TOXIDI,26-Jun-07,10,84.1,280.4,1,,7.85E-05,4.1,80,280,417847.069,4096899.798
4846,TOXIDI,26-Jun-07,21,83.5,280.3,1,,0.000346361,3.5,80,280,417846.4632,4096899.854
4847,TOXIDI,26-Jun-07,11,84.1,282,1,,9.50E-05,4.5,80,280,417847.4742,4096901.346
4848,TOXIDI,26-Jun-07,10,81.9,282.2,1,,7.85E-05,2.9,80,280,417845.3966,4096902.097
4849,TOXIDI,26-Jun-07,12,83.8,281.6,1,,0.000113097,4.1,80,280,417847.0827,4096901.035
4850,TOXIDI,26-Jun-07,14,82.7,279,1,Y,0.000153938,2.9,80,280,417845.3601,4096898.799
4851,QUERPA,28-Jun-07,11,80.8,282.7,6,LM,0.00068958,2.8,80,280,417844.459,4096902.859
4852,TOXIDI,28-Jun-07,18,77.1,287.8,1,,0.000254469,8.3,80,280,417842.1712,4096908.73
4853,LONIHI,28-Jun-07,20,91.5,285,1,Y,0.000314159,9.8,100,280,417855.3927,4096902.374
4855,TOXIDI,28-Jun-07,13,76.6,287.6,1,,0.000132732,8.3,80,280,417841.6369,4096908.663
4856,TOXIDI,28-Jun-07,19,77.1,287.8,1,,0.000283529,8.3,80,280,417842.1712,4096908.73
4857,TOXIDI,28-Jun-07,10,80.5,281.8,1,,7.85E-05,1.9,80,280,417843.9409,4096902.064
4859,TOXIDI,28-Jun-07,15,81.6,280.3,1,,0.000176715,1.6,80,280,417844.6252,4096900.335
4860,LONIHI,28-Jun-07,19,77.9,284.5,1,IY,0.000283529,5,80,280,417842.1094,4096905.335
4861,QUERAG,28-Jun-07,105,81.4,282,1,,0.008659015,2.5,80,280,417844.8622,4096902.03
4862,LITHDE,28-Jun-07,18,84.3,283.8,1,,0.000254469,5.7,80,280,417848.1235,4096903.037
4863,QUERAG,28-Jun-07,151,82.1,286.5,1,,0.017907864,6.9,80,280,417846.679,4096906.206
4864,LITHDE,28-Jun-07,12,83.8,286.2,1,,0.000113097,7.3,80,280,417848.2476,4096905.485
4866,TOXIDI,28-Jun-07,11,88.9,282.3,1,,9.50E-05,9.2,80,280,417852.1937,4096900.421
4867,LITHDE,28-Jun-07,26,104.1,283.7,1,L,0.000530929,5.5,100,280,417867.2527,4096897.926
4868,LITHDE,28-Jun-07,138,103.4,286.4,1,L,0.014957123,7.2,100,280,417867.2593,4096900.715
4869,LITHDE,28-Jun-07,35,105.5,288.1,2,M,0.001116051,9.8,100,280,417869.7214,4096901.828
4870,LITHDE,28-Jun-07,14,107.3,288.6,1,L,0.000153938,11.2,100,280,417871.5893,4096901.856
4871,LITHDE,28-Jun-07,37,107.4,287.2,1,L,0.00107521,10.3,100,280,417871.3315,4096900.476
4872,LITHDE,28-Jun-07,35,107.6,288,1,L,0.000962113,11.1,100,280,417871.7276,4096901.199
4873,ARBUME,28-Jun-07,670,111,288.2,1,,0.352565236,12.2,120,280,417875.0674,4096900.532
4874,LITHDE,28-Jun-07,60,111.7,284.8,1,,0.002827433,9.6,120,280,417874.8835,4096897.065
4875,LITHDE,28-Jun-07,35,110.6,285.1,1,,0.000962113,10.6,120,280,417873.8954,4096897.634
4876,LITHDE,28-Jun-07,22,112.5,284.5,1,,0.000380133,8.7,120,280,417875.5815,4096896.572
4877,LITHDE,28-Jun-07,25,111.9,284.2,1,L,0.000490874,9.1,120,280,417874.9251,4096896.434
4878,QUERAG,28-Jun-07,345,108.9,281.8,2,LM,0.138344745,9.1,100,280,417871.4151,4096894.872
4879,LITHDE,28-Jun-07,25,105.7,285.2,6,LM,0.00091656,7.7,100,280,417869.1804,4096898.972
4880,LITHDE,28-Jun-07,190,105.6,283.9,1,,0.028352874,6.8,100,280,417868.7545,4096897.739
4881,LITHDE,28-Jun-07,16,113.6,283.5,1,L,0.000201062,7.2,120,280,417876.3924,4096895.326
4882,LITHDE,28-Jun-07,22,113.5,282.7,1,L,0.000380133,7.1,120,280,417876.093,4096894.578
4883,LITHDE,28-Jun-07,109,114.6,282.6,1,,0.009331316,6,120,280,417877.1319,4096894.203
4884,LITHDE,28-Jun-07,29,118.1,279.9,1,L,0.00066052,1.9,120,280,417879.834,4096890.704
4885,LITHDE,28-Jun-07,43,119,280.3,1,,0.001452201,1.1,120,280,417880.8059,4096890.863
4886,LITHDE,28-Jun-07,39,113.5,280.7,1,,0.001194591,6.5,120,280,417875.5865,4096892.643
4887,PSEUME,28-Jun-07,185,112.3,280.4,1,,0.026880252,7.7,120,280,417874.3497,4096892.657
4888,PSEUME,28-Jun-07,327,112.5,281.5,1,,0.08398184,7.7,120,280,417874.8217,4096893.67
4889,LITHDE,28-Jun-07,25,110.8,281.4,1,,0.000490874,9.4,120,280,417873.1518,4096894.004
4891,TOXIDI,28-Jun-07,18,103.8,280.4,1,L,0.000254469,3.8,100,280,417866.1268,4096894.809
4892,TOXIDI,28-Jun-07,22,103.4,280.5,1,L,0.000380133,3.5,100,280,417865.7651,4096895.007
4893,QUERPA,28-Jun-07,125,103.4,280.5,1,L,0.012271846,3.5,100,280,417865.7651,4096895.007
4894,QUERPA,28-Jun-07,73,101.9,281.5,1,I,0.004185387,2.4,100,280,417864.5673,4096896.355
4895,TOXIDI,28-Jun-07,19,100.8,281.2,1,Y,0.000283529,1.4,100,280,417863.4272,4096896.343
4896,QUERPA,28-Jun-07,16,100.7,281,1,L,0.000201062,1.2,100,280,417863.2798,4096896.175
4899,ARBUME,28-Jun-07,482,98.9,284.1,1,I,0.182466843,4.3,100,280,417862.3235,4096899.63
4900,LITHDE,28-Jun-07,11,97.6,284.6,1,,9.50E-05,5.2,100,280,417861.1925,4096900.443
4901,QUERPA,28-Jun-07,76,93.1,281.7,1,,0.00453646,7.1,100,280,417856.1048,4096898.777
4902,PSEUME,28-Jun-07,56,91.2,285.8,1,I,0.002463009,10.6,100,280,417855.3051,4096903.224
4904,PSEUME,28-Jun-07,16,94.8,292.2,1,,0.000201062,9.4,100,300,417860.4085,4096908.504
4905,LITHDE,28-Jun-07,17,89.8,291.8,3,M,0.000548993,12.8,80,300,417855.4702,4096909.383
4906,LITHDE,28-Jun-07,20,91.6,293.1,1,,0.000314159,10.8,100,300,417857.5408,4096910.185
4907,PSEUME,28-Jun-07,97,89.1,292.5,1,,0.007389811,11.8,80,300,417854.9703,4096910.238
4908,LITHDE,28-Jun-07,33,88.8,293.8,3,YM,0.001943075,10.7,80,300,417855.0093,4096911.571
4910,LITHDE,28-Jun-07,23,86.4,293.1,1,,0.000415476,9.4,80,300,417852.5103,4096911.502
4911,LITHDE,28-Jun-07,22,86.5,291.7,1,,0.000380133,10.5,80,300,417852.2525,4096910.122
4912,LITHDE,28-Jun-07,15,85.9,292.5,1,,0.000176715,9.5,80,300,417851.8747,4096911.048
4913,LITHDE,28-Jun-07,23,89.1,288.5,1,,0.000415476,12.5,80,280,417853.9573,4096906.368
4914,PSEUME,28-Jun-07,34,87.2,288.7,1,,0.00090792,11.3,80,280,417852.1699,4096907.043
4915,LITHDE,28-Jun-07,10,88.6,288.2,1,L,7.85E-05,11.8,80,280,417853.3977,4096906.205
4916,PSEUME,28-Jun-07,107,87.5,288,1,,0.008992024,11,80,280,417852.2829,4096906.29
4917,QUERPA,28-Jun-07,25,93.5,294.7,1,,0.000490874,8.4,100,300,417859.784,4096911.252
4918,LITHDE,28-Jun-07,15,92.4,296.1,3,M,0.000333794,8.6,100,300,417859.0745,4096912.885
4919,QUERPA,28-Jun-07,11,93.2,295.4,1,L,9.50E-05,8.3,100,300,417859.6711,4096912.005
4920,ARBUME,27-Jun-07,529,91.8,298.8,1,,0.219786607,8.3,100,300,417859.1778,4096915.649
4921,QUERPA,27-Jun-07,15,86.8,296.7,1,,0.000176715,7.6,80,300,417853.809,4096914.883
4922,LITHDE,27-Jun-07,14,103.7,297.7,1,,0.000153938,4.4,100,300,417870.4113,4096911.571
4923,LITHDE,27-Jun-07,16,104.7,297.3,1,,0.000201062,5.5,100,300,417871.2774,4096910.93
4924,LITHDE,27-Jun-07,15,105.6,296.5,1,,0.000176715,6.6,100,300,417871.9454,4096909.929
4925,QUERPA,27-Jun-07,16,106.1,296.6,1,,0.000201062,7,100,300,417872.4545,4096909.899
4926,LITHDE,27-Jun-07,14,106,296.1,1,,0.000153938,7.2,100,300,417872.2311,4096909.44
4927,LITHDE,27-Jun-07,11,106.9,298,1,,9.50E-05,7.2,100,300,417873.5829,4096911.051
4928,LITHDE,27-Jun-07,18,107.8,296.8,3,M,0.000521504,8.4,100,300,417874.1497,4096909.662
4929,ARBUME,27-Jun-07,525,114,290.2,2,M,0.329886864,11.5,120,300,417878.4761,4096901.707
4932,LITHDE,27-Jun-07,13,109.3,294.4,1,M,0.000132732,10.9,100,300,417874.993,4096906.96
4933,QUERPA,27-Jun-07,10,108.7,294.4,1,,7.85E-05,10.4,100,300,417874.4126,4096907.112
4934,LITHDE,27-Jun-07,329,84.9,286.9,1,,0.085012283,8.5,80,280,417849.489,4096905.884
4935,ARBUME,27-Jun-07,351,84.5,286.1,2,M,0.123642091,7.6,80,280,417848.8995,4096905.211
4936,LITHDE,27-Jun-07,27,84.8,289,1,,0.000572555,10.2,80,280,417849.9241,4096907.941
4937,QUERPA,27-Jun-07,219,83.3,289.6,1,,0.037668481,10.1,80,280,417848.625,4096908.901
4938,QUERPA,27-Jun-07,77,80.8,290.6,1,,0.004656626,9.4,80,300,417846.4597,4096910.502
4940,TOXIDI,27-Jun-07,11,82.6,290.2,1,,9.50E-05,10.2,80,300,417848.0998,4096909.659
4941,PSEUME,27-Jun-07,16,86.1,289.7,1,,0.000201062,11.5,80,280,417851.359,4096908.289
4942,LITHDE,27-Jun-07,11,84.5,290.7,1,,9.50E-05,10.3,80,300,417850.0644,4096909.661
4943,QUERPA,28-Jun-07,136,83.8,290.3,1,,0.014526724,10.5,80,300,417849.286,4096909.452
4944,LITHDE,28-Jun-07,17,85.2,291.1,1,,0.00022698,10.3,80,300,417850.8429,4096909.871
4945,QUERPA,28-Jun-07,12,81.5,295.4,1,,0.000113097,4.9,80,300,417848.3525,4096914.968
4946,LITHDE,28-Jun-07,182,80.2,297.9,1,,0.026015529,2.1,80,300,417847.728,4096917.716
4947,ARBUME,28-Jun-07,327,81.9,299.1,2,M,0.125529403,2.2,80,300,417849.6765,4096918.446
4948,QUERAG,28-Jun-07,116,84.3,294,1,,0.010568318,7.4,80,300,417850.7067,4096912.904
4949,QUERPA,28-Jun-07,13,86.3,293.6,1,L,0.000132732,9,80,300,417852.5402,4096912.011
4950,LITHDE,28-Jun-07,75,84.7,299.7,1,Y,0.004417865,4.7,80,300,417852.5372,4096918.317
4951,LITHDE,28-Jun-07,56,89.8,300,2,M,0.002541548,9.8,80,300,417857.5469,4096917.316
4952,LITHDE,28-Jun-07,64,81,300,1,,0.003216991,1,80,300,417849.0338,4096919.545
4953,TOXIDI,28-Jun-07,13,80,283.5,1,,0.000132732,3.5,80,280,417843.8877,4096903.836
4954,TOXIDI,28-Jun-07,13,99.5,279.9,1,Y,0.000132732,0.5,100,280,417861.8403,4096895.415
4955,LITHDE,28-Jun-07,14,119.9,290.7,1,,0.000153938,9.3,120,300,417884.3104,4096900.696
4956,QUERAG,28-Jun-07,195,118.7,288.3,1,,0.029864765,8.4,120,280,417882.5417,4096898.678
4957,LITHDE,28-Jun-07,185,113.9,291.3,2,LM,0.027898128,10.6,120,300,417878.658,4096902.796
4958,QUERAG,28-Jun-07,121,117.2,288.9,1,,0.011499015,9.3,120,280,417881.2426,4096899.639
4959,QUERPA,28-Jun-07,100,118,289.2,1,,0.007853982,9.4,120,280,417882.0925,4096899.726
4961,LITHDE,28-Jun-07,45,116.7,286.5,1,,0.001590431,7.2,120,280,417880.1511,4096897.444
4962,LITHDE,28-Jun-07,13,118.9,285,1,M,0.000132732,5.1,120,280,417881.8995,4096895.435
4963,LITHDE,28-Jun-07,19,115.8,286.8,4,M,0.000604757,8,120,280,417879.3564,4096897.962
4964,LONIHI,28-Jun-07,13,116.1,286,1,,0.000132732,7.1,120,280,417879.444,4096897.112
4965,LITHDE,28-Jun-07,200,116.1,283.9,1,,0.031415927,5.5,120,280,417878.9122,4096895.08
4966,LITHDE,28-Jun-07,32,115.5,285.1,1,L,0.000804248,6.8,120,280,417878.6356,4096896.393
4967,LITHDE,28-Jun-07,14,114.3,284.1,1,,0.000153938,7.1,120,280,417877.2215,4096895.73
4968,LITHDE,28-Jun-07,11,114.2,286.7,1,,9.50E-05,8.9,120,280,417877.7832,4096898.27
4969,LITHDE,28-Jun-07,10,114.4,294.9,1,I,7.85E-05,7.6,120,300,417880.0534,4096906.152
4970,QUERAG,28-Jun-07,238,139.1,2.4,1,L,0.044488094,2.5,140,0,417829.8721,4096616.932
4971,LONIHI,28-Jun-07,15,136.2,1.3,1,,0.000176715,4,140,0,417826.788,4096616.603
4972,LONIHI,28-Jun-07,15,136.5,1.4,1,,0.000176715,3.7,140,0,417827.1036,4096616.623
4973,ARBUME,28-Jun-07,544,135,3.7,1,,0.232427591,6.2,140,0,417826.2349,4096619.228
4974,QUERAG,28-Jun-07,211,135,2.1,1,,0.034966712,5.4,140,0,417825.8297,4096617.68
4975,QUERPA,28-Jun-07,26,133.9,5,1,M,0.000530929,7.9,140,0,417825.5,4096620.764
4976,PSEUME,28-Jun-07,15,133.9,0.1,1,L,0.000176715,6.1,140,0,417824.2591,4096616.024
4977,QUERPA,28-Jun-07,219,128.5,0.1,2,M,0.061447196,8.5,120,0,417819.0351,4096617.392
4978,QUERPA,28-Jun-07,174,128.2,1.5,6,M,0.095735324,8.4,120,0,417819.0995,4096618.822
4979,QUERAG,28-Jun-07,238,128.9,5.8,3,M,0.075845115,10.7,120,0,417820.8656,4096622.805
4980,PSEUME,28-Jun-07,167,126.3,5.9,1,,0.021903969,8.6,120,0,417818.3757,4096623.56
4981,UMBECA,28-Jun-07,23,125.2,5.2,1,,0.000415476,7.4,120,0,417817.1343,4096623.161
4982,PSEUME,28-Jun-07,67,123.3,3.6,1,,0.003525652,4.8,120,0,417814.891,4096622.095
4983,PSEUME,28-Jun-07,80,122.8,2.8,1,,0.005026548,3.9,120,0,417814.2047,4096621.447
4984,QUERAG,28-Jun-07,242,123.3,2.1,1,,0.045996058,3.9,120,0,417814.5112,4096620.643
4985,PSEUME,28-Jun-07,117,122.7,1.8,1,,0.010751315,3.3,120,0,417813.8547,4096620.505
4986,QUERAG,28-Jun-07,114,122.1,2.4,1,I,0.010207035,3.2,120,0,417813.4262,4096621.238
4987,LONIHI,28-Jun-07,13,121,1.7,1,,0.000132732,1.9,120,0,417812.1848,4096620.839
4988,LITHDE,28-Jun-07,12,122.9,7.1,1,L,0.000113097,7.7,120,0,417815.3905,4096625.582
4989,PSEUME,10-Jul-07,24,142.9,59.1,1,,0.000452389,3.1,140,60,417847.9075,4096670.821
4990,QUERPA,28-Jun-07,120,121.7,8.6,2,M,0.017957344,8.8,120,0,417814.6094,4096627.337
4991,PSEUME,28-Jun-07,224,123.7,10,1,,0.039408138,10.6,120,20,417816.8988,4096628.185
4992,TOXIDI,28-Jun-07,10,125.4,11.2,1,,7.85E-05,10.3,120,20,417818.8473,4096628.915
4993,TOXIDI,28-Jun-07,10,126.6,11.2,1,,7.85E-05,11.1,120,20,417820.0082,4096628.611
4994,PSEUME,10-Jul-07,17,143.3,57.6,1,,0.00022698,4,140,60,417847.9146,4096669.269
4995,QUERAG,28-Jun-07,290,126.9,11.6,4,IM,0.141442355,10.8,120,20,417820.3997,4096628.922
4996,TOXIDI,28-Jun-07,14,127.2,12,1,,0.000153938,10.8,120,20,417820.7912,4096629.233
4997,PSEUME,28-Jun-07,25,129.9,11.9,1,,0.000490874,12.7,120,20,417823.3779,4096628.452
4998,QUERPA,28-Jun-07,112,129,13.8,1,I,0.009852035,11,120,20,417822.9884,4096630.518
4999,PSEUME,28-Jun-07,28,127.8,13.6,1,,0.000615752,10.1,120,20,417821.7768,4096630.629
5000,QUERPA,28-Jun-07,290,133.6,12.5,7,M,0.273251802,9.9,140,20,417827.1092,4096628.096
5001,LITHDE,28-Jun-07,73,109,299.2,1,,0.004185387,9.1,100,300,417875.9184,4096911.68
5003,QUERPA,28-Jun-07,17,110.2,293.4,1,,0.00022698,11.8,120,300,417875.6104,4096905.765
